<<<<<<< HEAD
 RODS report2f created at 13:27:42 on 29-03-2017,,,,,,,,,,,
 based on survey data up to 2016 and reconciled to Autumn 2016 counts,,,,,,,,,,,
631,Leicester Square    ,Early       ,658,18163,27.62,70,368,175,37,8,0
631,Leicester Square    ,AM peak     ,9918,225144,22.7,1955,6150,1536,267,10,0
631,Leicester Square    ,Midday      ,16341,320023,19.58,6227,8084,1809,194,26,0
631,Leicester Square    ,PM Peak     ,13715,258109,18.82,5980,6268,1240,193,35,0
631,Leicester Square    ,Evening     ,5916,108794,18.39,2656,2445,729,86,0,0
631,Leicester Square    ,Late        ,1808,30978,17.13,799,950,59,0,0,0
631,Leicester Square    ,Total day   ,48356,961210,19.88,17687,24265,5548,777,79,0
632,Leyton              ,Early       ,279,6018,21.6,71,131,74,2,0,0
632,Leyton              ,AM peak     ,1691,32675,19.33,676,734,185,45,51,0
632,Leyton              ,Midday      ,3565,81012,22.72,786,1980,558,189,52,0
632,Leyton              ,PM Peak     ,8751,216403,24.73,1441,4784,2212,276,37,0
632,Leyton              ,Evening     ,4807,108555,22.58,1305,2347,987,103,65,0
632,Leyton              ,Late        ,2492,68469,27.48,177,1399,794,93,29,0
632,Leyton              ,Total day   ,21584,513131,23.77,4456,11376,4809,708,234,0
633,Leytonstone         ,Early       ,211,4542,21.5,63,129,11,5,3,0
633,Leytonstone         ,AM peak     ,1991,49553,24.89,481,894,481,80,55,0
633,Leytonstone         ,Midday      ,3414,81574,23.89,1140,1404,538,268,62,2
633,Leytonstone         ,PM Peak     ,6401,158513,24.76,1352,3562,1174,295,17,0
633,Leytonstone         ,Evening     ,3625,101386,27.97,389,1714,1247,275,0,0
633,Leytonstone         ,Late        ,1968,57738,29.35,285,774,717,174,17,0
633,Leytonstone         ,Total day   ,17610,453306,25.74,3710,8476,4168,1099,155,2
634,Liverpool Street    ,Early       ,901,23568,26.17,333,197,279,72,19,0
634,Liverpool Street    ,AM peak     ,37739,972986,25.78,10323,14494,9491,2922,509,0
634,Liverpool Street    ,Midday      ,28157,598765,21.26,10655,11722,4709,685,386,0
634,Liverpool Street    ,PM Peak     ,35352,679415,19.22,16929,13413,3814,354,842,0
634,Liverpool Street    ,Evening     ,10864,220613,20.31,4225,4874,1292,278,194,0
634,Liverpool Street    ,Late        ,1490,29056,19.5,667,630,136,21,35,0
634,Liverpool Street    ,Total day   ,114504,2524403,22.05,43133,45331,19722,4333,1985,0
635,London Bridge       ,Early       ,2380,56638,23.8,616,1088,538,127,11,0
635,London Bridge       ,AM peak     ,34856,739791,21.22,12956,14233,5882,1419,367,0
635,London Bridge       ,Midday      ,28863,519130,17.99,13472,12000,2815,438,138,0
635,London Bridge       ,PM Peak     ,28522,465855,16.33,16195,10253,1627,369,77,0
635,London Bridge       ,Evening     ,12409,199156,16.05,6006,5715,561,58,69,0
635,London Bridge       ,Late        ,6276,99158,15.8,3623,2297,236,85,34,0
635,London Bridge       ,Total day   ,113305,2079728,18.36,52867,45586,11659,2496,696,0
636,Loughton            ,Early       ,52,1017,19.48,27,14,11,0,0,0
636,Loughton            ,AM peak     ,629,14234,22.64,289,190,131,3,16,0
636,Loughton            ,Midday      ,916,28738,31.36,115,334,329,112,8,18
636,Loughton            ,PM Peak     ,2377,85129,35.82,62,272,1823,218,1,0
636,Loughton            ,Evening     ,1143,44145,38.61,59,163,568,317,36,0
636,Loughton            ,Late        ,442,16651,37.65,0,91,234,101,16,0
636,Loughton            ,Total day   ,5560,189914,34.16,552,1064,3097,751,78,18
637,Maida Vale          ,Early       ,61,1713,27.86,15,31,4,6,6,0
637,Maida Vale          ,AM peak     ,916,29395,32.09,45,487,223,100,61,0
637,Maida Vale          ,Midday      ,1055,25072,23.77,187,585,261,22,0,0
637,Maida Vale          ,PM Peak     ,1513,31861,21.06,317,1025,170,0,0,0
637,Maida Vale          ,Evening     ,1243,31165,25.07,95,807,335,7,0,0
637,Maida Vale          ,Late        ,499,11448,22.93,82,313,95,10,0,0
637,Maida Vale          ,Total day   ,5288,130653,24.71,740,3248,1087,145,67,0
638,Manor House         ,Early       ,132,2145,16.19,94,21,15,2,0,0
638,Manor House         ,AM peak     ,1360,38417,28.25,363,494,223,190,90,0
638,Manor House         ,Midday      ,2486,55106,22.16,602,1303,499,50,32,0
638,Manor House         ,PM Peak     ,4421,107039,24.21,475,2740,1091,64,50,0
638,Manor House         ,Evening     ,3365,86095,25.59,328,2062,796,51,128,0
638,Manor House         ,Late        ,2072,48909,23.6,278,1446,340,1,6,0
638,Manor House         ,Total day   ,13837,337712,24.41,2140,8067,2965,359,306,0
639,Mansion House       ,Early       ,450,13408,29.81,36,196,154,63,1,0
639,Mansion House       ,AM peak     ,7192,186547,25.94,1008,3796,1775,510,103,0
639,Mansion House       ,Midday      ,2530,50522,19.97,862,1232,318,93,25,0
639,Mansion House       ,PM Peak     ,963,18264,18.96,395,428,127,10,3,0
639,Mansion House       ,Evening     ,218,8255,37.93,20,40,50,107,0,0
639,Mansion House       ,Late        ,72,1067,14.89,40,31,1,0,0,0
639,Mansion House       ,Total day   ,11425,278064,24.34,2361,5724,2425,783,132,0
640,Marble Arch         ,Early       ,574,19688,34.28,30,176,200,162,6,0
640,Marble Arch         ,AM peak     ,6283,162197,25.81,1031,3043,1945,226,38,0
640,Marble Arch         ,Midday      ,6892,140933,20.45,2336,3293,1165,92,6,0
640,Marble Arch         ,PM Peak     ,4087,68613,16.79,1856,1943,276,9,3,0
640,Marble Arch         ,Evening     ,1843,33728,18.3,935,744,165,0,0,0
640,Marble Arch         ,Late        ,664,13518,20.35,186,423,29,27,0,0
640,Marble Arch         ,Total day   ,20345,438676,21.56,6375,9621,3780,516,53,0
641,Marylebone          ,Early       ,339,10546,31.14,67,137,57,39,39,0
641,Marylebone          ,AM peak     ,4708,111920,23.77,948,2517,923,181,139,0
641,Marylebone          ,Midday      ,4458,90878,20.39,1225,2627,415,154,37,0
641,Marylebone          ,PM Peak     ,7250,138872,19.15,2212,4545,404,80,9,0
641,Marylebone          ,Evening     ,2972,58018,19.52,764,2013,175,20,0,0
641,Marylebone          ,Late        ,1299,23400,18.01,371,927,0,0,0,0
641,Marylebone          ,Total day   ,21026,433634,20.62,5588,12766,1975,473,224,0
642,Mile End            ,Early       ,354,7053,19.9,181,126,28,15,4,0
642,Mile End            ,AM peak     ,4458,94017,21.09,1602,1867,653,280,56,0
642,Mile End            ,Midday      ,6618,123663,18.69,3406,1945,985,223,59,0
642,Mile End            ,PM Peak     ,6168,126230,20.47,2290,2697,780,397,3,0
642,Mile End            ,Evening     ,4306,84228,19.56,1552,2211,369,162,12,0
642,Mile End            ,Late        ,2300,48764,21.2,675,1295,236,65,29,0
642,Mile End            ,Total day   ,24204,483956,20,9706,10139,3052,1143,163,0
643,Mill Hill East      ,Early       ,44,1167,26.75,0,37,0,7,0,0
643,Mill Hill East      ,AM peak     ,501,21531,42.97,0,90,126,263,22,0
643,Mill Hill East      ,Midday      ,430,17804,41.43,0,121,28,280,2,0
643,Mill Hill East      ,PM Peak     ,758,32472,42.82,0,85,340,303,30,0
643,Mill Hill East      ,Evening     ,293,13944,47.53,0,0,72,215,6,0
643,Mill Hill East      ,Late        ,165,5863,35.48,36,0,94,35,0,0
643,Mill Hill East      ,Total day   ,2191,92781,42.34,36,333,660,1102,60,0
646,Moor Park           ,Early       ,21,358,17.39,1,20,0,0,0,0
646,Moor Park           ,AM peak     ,502,9299,18.51,248,198,44,11,0,0
646,Moor Park           ,Midday      ,179,7290,40.76,30,33,38,20,57,0
646,Moor Park           ,PM Peak     ,454,16407,36.15,52,113,74,215,0,0
646,Moor Park           ,Evening     ,273,12328,45.16,0,34,48,185,6,0
646,Moor Park           ,Late        ,83,4412,53.25,0,0,4,59,20,0
646,Moor Park           ,Total day   ,1511,50095,33.14,332,398,209,490,83,0
645,Moorgate            ,Early       ,2680,71643,26.73,449,1227,837,137,30,0
645,Moorgate            ,AM peak     ,35484,867007,24.43,7706,17882,7511,1768,618,0
645,Moorgate            ,Midday      ,11236,227617,20.26,4798,4257,1525,414,242,1
645,Moorgate            ,PM Peak     ,5431,96582,17.78,1867,2940,585,23,16,0
645,Moorgate            ,Evening     ,1250,22692,18.16,520,629,26,22,53,0
645,Moorgate            ,Late        ,422,7499,17.78,167,227,28,0,0,0
645,Moorgate            ,Total day   ,56503,1293040,22.88,15507,27161,10511,2364,958,1
647,Morden              ,Early       ,259,7433,28.7,62,99,54,27,18,0
647,Morden              ,AM peak     ,1763,55398,31.43,309,501,593,196,165,0
647,Morden              ,Midday      ,3022,84398,27.93,740,704,1424,127,28,0
647,Morden              ,PM Peak     ,6108,194684,31.87,965,806,3878,311,148,0
647,Morden              ,Evening     ,3157,108742,34.45,319,373,2133,271,60,0
647,Morden              ,Late        ,1669,59656,35.74,78,296,1037,255,4,0
647,Morden              ,Total day   ,15977,510311,31.94,2472,2779,9118,1186,422,0
648,Mornington Crescent ,Early       ,158,4815,30.42,5,65,82,5,1,0
648,Mornington Crescent ,AM peak     ,3361,77897,23.17,480,2292,452,122,15,0
648,Mornington Crescent ,Midday      ,1456,28781,19.77,658,572,207,18,0,0
648,Mornington Crescent ,PM Peak     ,1065,20903,19.63,356,553,156,0,0,0
648,Mornington Crescent ,Evening     ,674,13149,19.51,168,441,65,0,0,0
648,Mornington Crescent ,Late        ,236,4769,20.23,115,65,56,0,0,0
648,Mornington Crescent ,Total day   ,6950,150314,21.63,1783,3987,1018,146,16,0
649,Neasden             ,Early       ,104,3432,32.87,12,45,24,24,0,0
649,Neasden             ,AM peak     ,842,29817,35.4,70,286,247,178,62,0
649,Neasden             ,Midday      ,1100,28495,25.91,322,375,328,73,2,0
649,Neasden             ,PM Peak     ,2162,62586,28.95,170,1041,858,94,0,0
649,Neasden             ,Evening     ,970,28644,29.54,107,440,258,165,0,0
649,Neasden             ,Late        ,461,11100,24.1,64,296,101,0,0,0
649,Neasden             ,Total day   ,5638,164075,29.1,744,2483,1814,533,64,0
650,Newbury Park        ,Early       ,63,1544,24.5,0,48,13,2,0,0
650,Newbury Park        ,AM peak     ,728,19266,26.48,80,401,218,29,0,0
650,Newbury Park        ,Midday      ,1293,34886,26.98,351,355,424,161,3,0
650,Newbury Park        ,PM Peak     ,3404,114070,33.51,131,1167,1634,423,49,0
650,Newbury Park        ,Evening     ,1687,72780,43.15,31,33,1012,493,83,34
650,Newbury Park        ,Late        ,628,21588,34.4,42,121,403,62,0,0
650,Newbury Park        ,Total day   ,7802,264135,33.85,636,2124,3704,1169,135,34
653,North Acton         ,Early       ,376,12842,34.16,45,100,88,139,4,0
653,North Acton         ,AM peak     ,3515,105094,29.9,732,633,1806,343,1,0
653,North Acton         ,Midday      ,1795,40712,22.68,695,720,300,6,75,0
653,North Acton         ,PM Peak     ,2376,54969,23.14,521,1284,537,34,0,0
653,North Acton         ,Evening     ,1468,33204,22.62,564,350,535,20,0,0
653,North Acton         ,Late        ,813,18754,23.06,334,142,337,0,0,0
653,North Acton         ,Total day   ,10343,265575,25.68,2890,3229,3603,542,79,0
654,North Ealing        ,Early       ,17,385,22.7,0,17,0,0,0,0
654,North Ealing        ,AM peak     ,342,6173,18.07,88,242,8,4,0,0
654,North Ealing        ,Midday      ,238,6970,29.24,5,117,115,0,1,0
654,North Ealing        ,PM Peak     ,427,13641,31.94,14,149,245,19,0,0
654,North Ealing        ,Evening     ,312,8804,28.21,46,93,170,2,1,0
654,North Ealing        ,Late        ,110,2668,24.15,61,11,36,3,0,0
654,North Ealing        ,Total day   ,1447,38641,26.71,214,628,574,29,1,0
789,North Greenwich     ,Early       ,1053,22297,21.17,556,233,214,42,7,0
789,North Greenwich     ,AM peak     ,5673,133801,23.59,2270,1856,1081,398,69,0
789,North Greenwich     ,Midday      ,8803,184264,20.93,2652,4288,1522,284,57,0
789,North Greenwich     ,PM Peak     ,14962,306043,20.45,6104,6323,2248,270,16,0
789,North Greenwich     ,Evening     ,7457,151242,20.28,2937,3451,957,86,26,0
789,North Greenwich     ,Late        ,2975,56114,18.86,1533,1012,395,34,1,0
789,North Greenwich     ,Total day   ,40924,853761,20.86,16052,17164,6417,1115,176,0
656,North Harrow        ,Early       ,24,744,30.77,0,21,0,3,0,0
656,North Harrow        ,AM peak     ,256,8467,33.1,50,88,17,101,1,0
656,North Harrow        ,Midday      ,551,18562,33.69,92,149,166,128,16,0
656,North Harrow        ,PM Peak     ,1450,55191,38.07,22,324,654,420,29,0
656,North Harrow        ,Evening     ,790,27689,35.05,113,102,327,247,0,0
656,North Harrow        ,Late        ,336,15165,45.15,0,20,133,183,0,0
656,North Harrow        ,Total day   ,3406,125820,36.94,276,704,1297,1083,47,0
659,North Wembley       ,Early       ,29,926,32.09,0,19,0,6,4,0
659,North Wembley       ,AM peak     ,281,9120,32.5,100,48,2,98,33,0
659,North Wembley       ,Midday      ,279,6449,23.09,147,40,64,28,0,0
659,North Wembley       ,PM Peak     ,781,25752,32.97,176,144,249,157,56,0
659,North Wembley       ,Evening     ,480,17247,35.95,6,199,69,186,20,0
659,North Wembley       ,Late        ,229,4647,20.26,167,38,5,3,17,0
659,North Wembley       ,Total day   ,2079,64141,30.85,596,488,388,478,130,0
655,Northfields         ,Early       ,87,1841,21.06,39,29,13,6,0,0
655,Northfields         ,AM peak     ,922,24707,26.8,287,255,224,132,25,0
655,Northfields         ,Midday      ,1024,32149,31.4,168,273,340,236,7,0
655,Northfields         ,PM Peak     ,2092,68302,32.64,193,601,830,431,38,0
655,Northfields         ,Evening     ,1482,49106,33.13,137,454,618,258,15,0
655,Northfields         ,Late        ,781,26552,33.98,27,243,359,153,0,0
655,Northfields         ,Total day   ,6389,202656,31.72,851,1855,2384,1215,84,0
657,Northolt            ,Early       ,93,4624,49.77,0,38,7,1,47,0
657,Northolt            ,AM peak     ,707,24664,34.87,55,343,84,78,147,0
657,Northolt            ,Midday      ,1374,45617,33.2,113,532,388,280,61,0
657,Northolt            ,PM Peak     ,3576,119041,33.29,189,1295,1580,496,15,0
657,Northolt            ,Evening     ,1738,55738,32.07,203,739,428,318,50,0
657,Northolt            ,Late        ,759,22821,30.09,44,514,133,68,0,0
657,Northolt            ,Total day   ,8247,272506,33.04,604,3461,2621,1241,321,0
660,Northwick Park      ,Early       ,100,2958,29.46,2,62,22,14,1,0
660,Northwick Park      ,AM peak     ,1713,51185,29.88,227,655,534,277,21,0
660,Northwick Park      ,Midday      ,1949,51973,26.66,400,803,577,99,70,0
660,Northwick Park      ,PM Peak     ,2114,65882,31.16,156,687,1124,137,9,0
660,Northwick Park      ,Evening     ,1045,36095,34.54,0,268,735,25,17,0
660,Northwick Park      ,Late        ,357,10092,28.28,54,110,187,0,6,0
660,Northwick Park      ,Total day   ,7279,218186,29.98,840,2585,3179,552,124,0
661,Northwood           ,Early       ,56,1828,32.36,0,21,35,0,0,0
661,Northwood           ,AM peak     ,867,26956,31.09,56,370,361,36,44,0
661,Northwood           ,Midday      ,749,24894,33.24,26,360,97,231,35,0
661,Northwood           ,PM Peak     ,1355,55569,41.01,117,138,419,566,116,0
661,Northwood           ,Evening     ,801,38692,48.33,14,104,113,441,128,0
661,Northwood           ,Late        ,331,14906,45.06,46,0,32,235,18,0
661,Northwood           ,Total day   ,4159,162845,39.16,259,993,1057,1509,341,0
662,Northwood Hills     ,Early       ,40,942,23.58,0,38,0,2,1,0
662,Northwood Hills     ,AM peak     ,394,10614,26.94,75,191,90,30,8,0
662,Northwood Hills     ,Midday      ,604,20855,34.54,122,103,188,183,8,0
662,Northwood Hills     ,PM Peak     ,1211,47342,39.1,162,192,355,482,19,0
662,Northwood Hills     ,Evening     ,596,25897,43.48,6,20,270,300,0,0
662,Northwood Hills     ,Late        ,207,8865,42.83,2,8,86,111,0,0
662,Northwood Hills     ,Total day   ,3051,114515,37.53,367,552,990,1107,35,0
663,Notting Hill Gate   ,Early       ,552,17983,32.56,24,142,358,18,11,0
663,Notting Hill Gate   ,AM peak     ,6642,175675,26.45,832,3928,1552,298,31,0
663,Notting Hill Gate   ,Midday      ,6938,149740,21.58,2162,3481,1032,181,82,0
663,Notting Hill Gate   ,PM Peak     ,5301,106737,20.14,1616,3214,401,70,0,0
663,Notting Hill Gate   ,Evening     ,3360,68770,20.47,706,2343,269,42,0,0
663,Notting Hill Gate   ,Late        ,1319,27590,20.91,211,984,118,6,0,0
663,Notting Hill Gate   ,Total day   ,24113,546494,22.66,5551,14092,3730,615,125,0
664,Oakwood             ,Early       ,49,2282,46.65,0,5,15,17,11,0
664,Oakwood             ,AM peak     ,562,23302,41.48,70,92,147,198,51,5
664,Oakwood             ,Midday      ,1049,38708,36.89,117,179,355,357,41,0
664,Oakwood             ,PM Peak     ,1341,60720,45.28,87,79,575,466,99,35
664,Oakwood             ,Evening     ,903,48518,53.73,17,33,195,530,51,77
664,Oakwood             ,Late        ,585,26520,45.33,13,3,242,268,60,0
664,Oakwood             ,Total day   ,4489,200049,44.56,304,391,1530,1835,313,116
665,Old Street          ,Early       ,703,18836,26.81,180,270,176,59,18,0
665,Old Street          ,AM peak     ,16526,365155,22.1,5423,7728,2287,620,468,0
665,Old Street          ,Midday      ,10818,218961,20.24,3549,5599,1230,257,184,0
665,Old Street          ,PM Peak     ,7476,137171,18.35,2191,4686,552,43,4,0
665,Old Street          ,Evening     ,4227,77933,18.44,1072,2918,219,17,0,0
665,Old Street          ,Late        ,1992,32766,16.45,918,913,162,0,0,0
665,Old Street          ,Total day   ,41742,850822,20.38,13332,22114,4626,996,673,0
667,Osterley            ,Early       ,65,3367,51.95,0,1,19,30,15,0
667,Osterley            ,AM peak     ,581,26085,44.88,53,79,171,152,125,0
667,Osterley            ,Midday      ,588,22558,38.4,27,170,202,108,79,1
667,Osterley            ,PM Peak     ,1317,46847,35.58,162,270,572,305,7,0
667,Osterley            ,Evening     ,863,35360,41,8,152,341,362,0,0
667,Osterley            ,Late        ,339,10363,30.55,1,170,168,0,0,0
667,Osterley            ,Total day   ,3752,144580,38.53,251,842,1474,958,226,1
668,Oval                ,Early       ,160,4406,27.55,41,69,19,30,1,0
668,Oval                ,AM peak     ,2297,56130,24.43,485,1158,413,209,33,0
668,Oval                ,Midday      ,2216,48735,22,565,1212,340,78,20,0
668,Oval                ,PM Peak     ,2592,46985,18.13,892,1510,175,14,0,0
668,Oval                ,Evening     ,1890,37867,20.03,300,1377,181,32,0,0
668,Oval                ,Late        ,1018,19733,19.38,167,773,76,0,2,0
668,Oval                ,Total day   ,10173,213857,21.02,2451,6099,1203,364,57,0
669,Oxford Circus       ,Early       ,2903,65238,22.47,744,1509,573,65,11,0
669,Oxford Circus       ,AM peak     ,44874,837535,18.66,19155,19292,5559,765,103,0
669,Oxford Circus       ,Midday      ,47025,764940,16.27,23961,19296,3323,394,50,0
669,Oxford Circus       ,PM Peak     ,23661,381598,16.13,11871,9953,1546,193,99,0
669,Oxford Circus       ,Evening     ,6646,99917,15.03,3945,2287,357,47,9,0
669,Oxford Circus       ,Late        ,1187,20972,17.66,563,546,48,8,23,0
669,Oxford Circus       ,Total day   ,126296,2170201,17.18,60238,52883,11408,1472,296,0
670,Paddington          ,Early       ,1817,51029,28.09,81,1054,503,134,46,0
670,Paddington          ,AM peak     ,19038,464203,24.38,1570,12491,4167,627,183,0
670,Paddington          ,Midday      ,20422,452663,22.17,2995,13724,3031,591,81,0
670,Paddington          ,PM Peak     ,24771,531827,21.47,3708,17150,3494,386,33,0
670,Paddington          ,Evening     ,9893,200284,20.24,1497,7251,1049,81,16,0
670,Paddington          ,Late        ,4347,92683,21.32,394,3458,473,16,6,0
670,Paddington          ,Total day   ,80288,1792688,22.33,10245,55127,12717,1835,364,0
671,Park Royal          ,Early       ,188,5024,26.74,3,128,49,7,0,0
671,Park Royal          ,AM peak     ,1373,40462,29.47,269,473,341,255,35,0
671,Park Royal          ,Midday      ,591,15042,25.45,147,212,221,10,0,0
671,Park Royal          ,PM Peak     ,625,18226,29.16,3,394,207,7,14,0
671,Park Royal          ,Evening     ,341,8775,25.71,87,103,139,1,12,0
671,Park Royal          ,Late        ,116,3307,28.4,22,27,68,0,0,0
671,Park Royal          ,Total day   ,3235,90835,28.08,530,1337,1025,281,61,0
672,Parsons Green       ,Early       ,162,3424,21.12,20,116,12,14,1,0
672,Parsons Green       ,AM peak     ,2981,96686,32.44,287,1044,928,641,76,3
672,Parsons Green       ,Midday      ,2132,55362,25.96,286,1123,570,130,23,0
672,Parsons Green       ,PM Peak     ,3164,82184,25.98,514,1475,1130,43,2,0
672,Parsons Green       ,Evening     ,2155,65851,30.56,75,946,1101,31,2,0
672,Parsons Green       ,Late        ,701,20631,29.43,0,334,366,1,0,0
672,Parsons Green       ,Total day   ,11294,324139,28.7,1183,5039,4106,860,104,3
673,Perivale            ,Early       ,102,1837,18.05,0,90,12,0,0,0
673,Perivale            ,AM peak     ,554,14571,26.31,191,104,213,46,0,0
673,Perivale            ,Midday      ,649,16406,25.29,184,181,261,18,5,0
673,Perivale            ,PM Peak     ,1659,42653,25.71,403,624,515,117,0,0
673,Perivale            ,Evening     ,719,22374,31.12,137,165,247,157,13,0
673,Perivale            ,Late        ,277,8567,30.94,0,76,166,35,0,0
673,Perivale            ,Total day   ,3959,106408,26.88,915,1241,1414,372,18,0
674,Piccadilly Circus   ,Early       ,856,26900,31.42,100,338,305,93,19,0
674,Piccadilly Circus   ,AM peak     ,15070,327645,21.74,5168,6702,2572,554,75,0
674,Piccadilly Circus   ,Midday      ,19534,365995,18.74,9576,7221,2073,586,79,0
674,Piccadilly Circus   ,PM Peak     ,13625,252862,18.56,6058,6095,1159,197,118,0
674,Piccadilly Circus   ,Evening     ,6195,115702,18.68,3136,1972,935,121,32,0
674,Piccadilly Circus   ,Late        ,1471,32973,22.41,574,388,500,0,9,0
674,Piccadilly Circus   ,Total day   ,56753,1122077,19.77,24613,22715,7543,1550,331,0
776,Pimlico             ,Early       ,263,7300,27.77,40,123,77,17,6,0
776,Pimlico             ,AM peak     ,6642,150386,22.64,1648,3582,1087,221,103,0
776,Pimlico             ,Midday      ,4697,97552,20.77,1327,2751,556,49,15,0
776,Pimlico             ,PM Peak     ,3139,57756,18.4,1331,1466,282,60,0,0
776,Pimlico             ,Evening     ,2236,40836,18.26,849,1141,215,19,12,0
776,Pimlico             ,Late        ,1128,19702,17.46,356,694,74,3,2,0
776,Pimlico             ,Total day   ,18105,373531,20.63,5550,9758,2290,370,138,0
675,Pinner              ,Early       ,34,1226,36.57,0,20,1,12,0,0
675,Pinner              ,AM peak     ,367,9503,25.89,154,93,42,64,13,0
675,Pinner              ,Midday      ,858,28001,32.64,84,346,228,160,40,0
675,Pinner              ,PM Peak     ,2381,90122,37.85,172,423,1008,746,32,0
675,Pinner              ,Evening     ,1259,55544,44.13,3,145,546,533,31,0
675,Pinner              ,Late        ,391,17392,44.53,19,8,141,222,0,0
675,Pinner              ,Total day   ,5288,201787,38.16,432,1036,1966,1739,116,0
676,Plaistow            ,Early       ,143,2759,19.23,41,92,9,1,1,0
676,Plaistow            ,AM peak     ,1092,24887,22.79,203,714,86,70,19,0
676,Plaistow            ,Midday      ,1710,35394,20.7,657,733,211,12,96,0
676,Plaistow            ,PM Peak     ,3279,86291,26.31,935,885,1175,177,107,0
676,Plaistow            ,Evening     ,1705,33781,19.81,656,579,416,45,10,0
676,Plaistow            ,Late        ,835,21809,26.13,160,323,325,26,1,0
676,Plaistow            ,Total day   ,8765,204921,23.38,2652,3326,2222,331,233,0
677,Preston Road        ,Early       ,61,1448,23.68,24,6,31,0,0,0
677,Preston Road        ,AM peak     ,407,7899,19.39,172,162,70,4,0,0
677,Preston Road        ,Midday      ,1028,19572,19.03,491,232,303,2,0,0
677,Preston Road        ,PM Peak     ,2281,57200,25.07,439,958,829,55,0,0
677,Preston Road        ,Evening     ,1041,26970,25.91,227,327,480,7,0,0
677,Preston Road        ,Late        ,392,12400,31.63,40,137,176,39,0,0
677,Preston Road        ,Total day   ,5211,125489,24.08,1392,1822,1889,108,0,0
678,Putney Bridge       ,Early       ,103,2942,28.54,55,16,10,8,15,0
678,Putney Bridge       ,AM peak     ,2210,70144,31.74,615,356,787,363,89,0
678,Putney Bridge       ,Midday      ,1885,56176,29.79,406,593,585,279,16,7
678,Putney Bridge       ,PM Peak     ,2583,78102,30.24,190,973,1290,102,28,0
678,Putney Bridge       ,Evening     ,1644,53420,32.48,64,545,951,83,1,0
678,Putney Bridge       ,Late        ,710,20348,28.65,115,257,295,41,2,0
678,Putney Bridge       ,Total day   ,9136,281131,30.77,1446,2739,3917,876,151,7
680,Queen's Park        ,Early       ,46,618,13.54,36,9,1,0,0,0
680,Queen's Park        ,AM peak     ,788,16357,20.75,234,423,130,2,0,0
680,Queen's Park        ,Midday      ,1546,34053,22.02,459,818,206,14,50,0
680,Queen's Park        ,PM Peak     ,2831,63844,22.55,861,1307,627,31,5,0
680,Queen's Park        ,Evening     ,2067,48252,23.34,708,818,408,111,23,0
680,Queen's Park        ,Late        ,926,22222,24.01,167,599,151,2,7,0
680,Queen's Park        ,Total day   ,8204,185345,22.59,2465,3974,1521,160,84,0
679,Queensbury          ,Early       ,69,2504,36.38,0,27,26,6,10,0
679,Queensbury          ,AM peak     ,447,14917,33.35,12,210,130,83,12,0
679,Queensbury          ,Midday      ,1084,37625,34.7,124,250,492,191,27,0
679,Queensbury          ,PM Peak     ,3933,123273,31.35,703,982,1597,637,13,0
679,Queensbury          ,Evening     ,1546,56341,36.45,238,225,545,485,46,6
679,Queensbury          ,Late        ,413,12882,31.22,58,111,166,56,22,0
679,Queensbury          ,Total day   ,7491,247542,33.04,1136,1806,2956,1458,130,6
681,Queensway           ,Early       ,197,8027,40.84,0,41,34,121,0,0
681,Queensway           ,AM peak     ,1921,56545,29.44,151,888,751,123,8,0
681,Queensway           ,Midday      ,3241,71515,22.06,910,1706,519,45,61,0
681,Queensway           ,PM Peak     ,3260,58712,18.01,1337,1589,220,114,0,0
681,Queensway           ,Evening     ,2496,46640,18.69,1003,1334,103,56,0,0
681,Queensway           ,Late        ,1392,24207,17.39,573,759,59,0,0,0
681,Queensway           ,Total day   ,12506,265646,21.24,3975,6317,1687,459,69,0
682,Ravenscourt Park    ,Early       ,68,1778,26.25,5,37,25,1,0,0
682,Ravenscourt Park    ,AM peak     ,1860,59574,32.04,170,658,584,422,26,0
682,Ravenscourt Park    ,Midday      ,984,26515,26.96,64,541,311,34,35,0
682,Ravenscourt Park    ,PM Peak     ,1180,28563,24.2,95,836,241,9,0,0
682,Ravenscourt Park    ,Evening     ,734,20267,27.6,67,306,354,7,0,0
682,Ravenscourt Park    ,Late        ,380,9590,25.23,69,174,107,30,0,0
682,Ravenscourt Park    ,Total day   ,5206,146287,28.1,469,2550,1622,503,61,0
683,Rayners Lane        ,Early       ,59,1545,26.27,0,57,2,0,0,0
683,Rayners Lane        ,AM peak     ,772,19572,25.34,106,501,78,73,13,0
683,Rayners Lane        ,Midday      ,1347,39341,29.22,400,342,288,210,107,0
683,Rayners Lane        ,PM Peak     ,2962,92375,31.19,411,830,1115,589,17,0
683,Rayners Lane        ,Evening     ,1471,51127,34.75,208,307,474,466,17,0
683,Rayners Lane        ,Late        ,661,26253,39.69,1,148,187,325,0,0
683,Rayners Lane        ,Total day   ,7272,230213,31.66,1126,2186,2144,1663,154,0
684,Redbridge           ,Early       ,92,3032,32.92,0,13,74,4,0,0
684,Redbridge           ,AM peak     ,234,6165,26.36,51,127,27,28,0,0
684,Redbridge           ,Midday      ,798,16937,21.22,202,332,259,0,2,4
684,Redbridge           ,PM Peak     ,1856,62272,33.55,184,450,952,258,11,0
684,Redbridge           ,Evening     ,1095,34635,31.63,87,458,426,123,1,0
684,Redbridge           ,Late        ,404,11186,27.71,62,82,258,2,0,0
